-42.1005,-20.77017,61,33,0,-28
-42.0978,-20.77017,65,27,5,-38
-42.09511,-20.77017,65,27,5,-38
-42.09219,-20.77017,66,30,5,-36
-42.08949,-20.77017,61,30,5,-31
-42.08657,-20.77017,56,35,0,-21
-42.08387,-20.77017,59,28,5,-31
-42.08118,-20.77017,61,31,5,-30
-42.07825,-20.77017,64,34,5,-30
-42.07556,-20.77017,69,39,5,-30
-42.07286,-20.77017,60,39,0,-21
-42.06994,-20.77017,56,35,0,-21
-42.06724,-20.77017,56,32,5,-24
-42.06455,-20.77017,56,38,5,-18
-42.06163,-20.77017,55,36,5,-19
-42.05893,-20.77017,63,27,5,-36
-42.05601,-20.77017,57,32,5,-25
-42.05331,-20.77017,60,40,5,-20
-42.05061,-20.77017,60,23,5,-37
-42.04769,-20.77017,53,27,5,-26
-42.045,-20.77017,53,27,5,-26
-42.0423,-20.77017,49,30,5,-19
-42.03938,-20.77017,52,32,5,-20
-42.03668,-20.77017,48,29,5,-19
-42.03399,-20.77017,51,30,5,-21
-42.03106,-20.77017,53,30,5,-23
-42.02837,-20.77017,58,34,0,-24
-42.02545,-20.77017,57,30,5,-27
-42.02275,-20.77017,48,27,5,-21
-42.02005,-20.77017,46,32,0,-14
-42.01713,-20.77017,67,35,0,-32
-42.01444,-20.77017,63,35,0,-28
-42.01174,-20.77017,63,39,5,-24
-42.00882,-20.77017,60,31,5,-29
-42.00612,-20.77017,66,43,5,-23
-42.00342,-20.77017,62,35,5,-27
-42.0005,-20.77017,53,37,5,-16
-41.99781,-20.77017,54,36,5,-18
-41.99511,-20.77017,55,32,5,-23
-41.99219,-20.77017,56,46,5,-10
-41.98949,-20.77017,58,28,0,-30
-41.98657,-20.77017,60,40,0,-20
-41.98387,-20.77017,59,51,0,-8
-41.98118,-20.77017,59,31,0,-28
-41.97826,-20.77017,58,32,0,-26
-41.97556,-20.77017,73,35,0,-38
-41.97286,-20.77017,73,37,0,-36
-41.96994,-20.77017,72,41,0,-31
-42.1005,-20.76996,62,32,0,-30
-42.0978,-20.76996,65,26,5,-39
-42.09511,-20.76996,66,27,5,-39
-42.09219,-20.76996,66,36,5,-30
-42.08949,-20.76996,64,34,5,-30
-42.08657,-20.76996,56,35,0,-21
-42.08387,-20.76996,59,28,5,-31
-42.08118,-20.76996,61,33,5,-28
-42.07825,-20.76996,63,33,5,-30
-42.07556,-20.76996,70,39,5,-31
-42.07286,-20.76996,56,39,0,-17
-42.06994,-20.76996,56,33,5,-23
-42.06724,-20.76996,56,33,5,-23
-42.06455,-20.76996,56,38,5,-18
-42.06163,-20.76996,55,35,5,-20
-42.05893,-20.76996,53,27,5,-26
-42.05601,-20.76996,57,32,5,-25
-42.05331,-20.76996,60,40,5,-20
-42.05061,-20.76996,58,24,11,-34
-42.04769,-20.76996,53,27,5,-26
-42.045,-20.76996,54,26,5,-28
-42.0423,-20.76996,50,30,5,-20
-42.03938,-20.76996,54,32,5,-22
-42.03668,-20.76996,49,29,5,-20
-42.03399,-20.76996,50,30,5,-20
-42.03106,-20.76996,54,31,5,-23
-42.02837,-20.76996,58,33,0,-25
-42.02545,-20.76996,58,31,5,-27
-42.02275,-20.76996,51,28,5,-23
-42.02005,-20.76996,50,32,0,-18
-42.01713,-20.76996,60,35,0,-25
-42.01444,-20.76996,64,34,0,-30
-42.01174,-20.76996,64,39,0,-25
-42.00882,-20.76996,62,31,5,-31
-42.00612,-20.76996,65,43,0,-22
-42.00342,-20.76996,63,34,5,-29
-42.0005,-20.76996,53,34,5,-19
-41.99781,-20.76996,54,32,5,-22
-41.99511,-20.76996,55,34,5,-21
-41.99219,-20.76996,56,46,5,-10
-41.98949,-20.76996,68,28,5,-40
-41.98657,-20.76996,61,41,0,-20
-41.98387,-20.76996,59,51,0,-8
-41.98118,-20.76996,59,31,0,-28
-41.97826,-20.76996,58,32,0,-26
-41.97556,-20.76996,73,35,0,-38
-41.97286,-20.76996,71,37,0,-34
-41.96994,-20.76996,72,40,0,-32
-42.1005,-20.76975,64,32,0,-32
-42.0978,-20.76975,65,26,5,-39
-42.09511,-20.76975,66,28,5,-38
-42.09219,-20.76975,66,35,5,-31
-42.08949,-20.76975,64,32,5,-32
-42.08657,-20.76975,56,34,0,-22
-42.08387,-20.76975,59,28,5,-31
-42.08118,-20.76975,61,33,5,-28
-42.07825,-20.76975,63,32,5,-31
-42.07556,-20.76975,70,37,5,-33
-42.07286,-20.76975,56,39,0,-17
-42.06994,-20.76975,56,30,5,-26
-42.06724,-20.76975,56,32,11,-24
-42.06455,-20.76975,56,38,5,-18
-42.06163,-20.76975,55,33,5,-22
-42.05893,-20.76975,54,28,5,-26
-42.05601,-20.76975,56,32,5,-24
-42.05331,-20.76975,60,40,5,-20
-42.05061,-20.76975,59,23,5,-36
-42.04769,-20.76975,53,27,5,-26
-42.045,-20.76975,54,26,5,-28
-42.0423,-20.76975,50,30,5,-20
-42.03938,-20.76975,55,34,5,-21
-42.03668,-20.76975,49,30,5,-19
-42.03399,-20.76975,49,30,5,-19
-42.03106,-20.76975,54,30,5,-24
-42.02837,-20.76975,58,33,0,-25
-42.02545,-20.76975,59,31,5,-28
-42.02275,-20.76975,53,29,5,-24
-42.02005,-20.76975,52,31,5,-21
-42.01713,-20.76975,61,35,0,-26
-42.01444,-20.76975,64,34,0,-30
-42.01174,-20.76975,66,39,0,-27
-42.00882,-20.76975,64,34,5,-30
-42.00612,-20.76975,65,43,0,-22
-42.00342,-20.76975,63,34,5,-29
-42.0005,-20.76975,53,32,5,-21
-41.99781,-20.76975,54,29,5,-25
-41.99511,-20.76975,55,33,5,-22
-41.99219,-20.76975,56,48,5,-8
-41.98949,-20.76975,66,28,5,-38
-41.98657,-20.76975,63,41,0,-22
-41.98387,-20.76975,59,51,0,-8
-41.98118,-20.76975,59,31,0,-28
